题目T1,作者A1,地址AD,年份YR
大数据视域下的高校网络社区文化建设策略,杨咏;,扬州大学新闻与传媒学院;,2014
大数据时代我国信用评级业重构研究,章向东;钟为亚;,对外经济贸易大学金融学院;湖南大学金融与统计学院;,2014
从政治算术到大数据分析,李金昌1;,浙江工商大学党委;,2014
基于大数据技术的节能减排管控系统研究,胡杰;梅姝娥;,东南大学经济管理学院;东南大学管理科学与工程系;,2014
上海交通大学图书馆与武汉大学信息管理学院签署战略合作协议,兰小媛;,NA,2014
基于大数据的图书馆个性化服务安全体系构建研究,陈臣;,兰州商学院网络中心;,2014
档案数字化、媒体化建设探析,张占武;史慧;,宁夏医科大学档案馆;,2014
金融审计中的数据分析,吕劲松;王忠2;,西南财经大学;审计署金融审计司;,2014
大数据背景下图书馆知识服务的思考,王新筠;王海欣;,南开大学图书馆;,2014
图书馆个性化智慧服务体系的构建,陈臣;,兰州商学院网络中心;,2014
大数据环境下数字图书馆安全威胁与对策研究,陈臣;,兰州商学院网络中心;,2014
图书馆基于ESI和InCites数据库支持高校学科科研评价的服务模式探讨,董政娥;陈惠兰;,东华大学图书馆;,2014
思维嬗变引领信息服务创新与发展,杨艳红;王昆仑;,河北体育学院;,2014
大数据对企业财务决策的影响探析,程平;赵子晓;,重庆理工大学会计学院;云会计研究所;,2014
大数据时代预测性新闻传播浅析,谭秀湖;,成都体育学院新闻系;,2014
大数据背景下图书策划的机遇与应对,吴咏蓓;王华祖;,上海交通大学出版社;上海交通大学出版社医学图书事业部;,2014
上海金融动态(2014.10),肖立伟;,NA,2014
社会化投资平台荐股有效性的实证分析——以股360平台荐股为例,宋光辉;邓艳;吴栩;,华南理工大学工商管理学院;,2014
工行积极创新全球现金管理服务,陈轶闻;,NA,2014
大数据政府创新:基于数据流的公共价值创造,赵强;单炜;,南京财经大学公共管理学院;,2014
基于云计算-大数据的价值链创新机制研究,叶春森;梁昌勇;梁雯;,安徽大学商学院;合肥工业大学管理学院;,2014
大数据环境下企业创新机会研究,侯锡林;李天柱;马佳;刘小琴;,辽宁科技大学工商管理学院;,2014
药品安全性突发事件情报分析框架构建,徐绪堪;房道伟;魏建香;,南京大学信息管理学院;河海大学企业管理学院信息管理系;江苏省数据工程与知识服务重点实验室<南京大学>;南京邮电大学物联网学院;,2014
大数据时代的版权与文化,阎晓宏;,国家新闻出版广电总局(国家版权局);,2014
以大数据透视世界杯——2014“世界杯”社交媒体传播分析报告,刘连喜;张腾之;肖频频;,中央电视台发展研究中心;,2014
大数据在电视新闻中的应用:创新、问题与方向——以央视2014年大数据系列报道为例,毛湛文;李瑞阳;,中国人民大学新闻学院;福建师范大学传播学院;,2014
坚持优势互补  不断深化合作  奋力打造现代化政府统计数据来源的双轨,马建堂;,NA,2014
"从“慕课”到“小微课”,看大数据在教学中的应用",杨永林;张世蓉;丁韬;张虹;王娜;,清华大学外文系;兰州理工大学外语学院;中国政法大学外语学院;北京科技大学外语学院;,2014
新技术与电子书包融合构建智慧学习环境的研究,崔惠萍;傅钢善1;,西安石油大学;陕西师范大学;,2014
“大数据”理念的教育应用与中国教育改革——从数据分类到证据转化的机遇识别,吴晓威;陈旭远;,东北师范大学教育学部;,2014
大数据与小学数学教育,史宁中;,义务教育数学课程标准修订组;,2014
MOOC在我国高等教育中的发展困境及对策研究,翟雪松;袁婧;,安徽建筑大学外国语学院;中国科学技术大学;安徽三联学院外国语学院;,2014
大数据面面观,何克抗;,北京师范大学教育信息技术协同创新中心;,2014
利益相关者视角的高等教育信息化发展策略研究,杨晓宏;杨方琦;,西北师范大学教育技术学院;渭南师范学院;,2014
网络拓扑特征对病毒式营销传播动态影响的研究——基于新浪微博大数据的实证分析,陆煊;江若尘;,"上海财经大学国际工商管理学院;上海财经大学,上海发展研究院;",2014
欧美传统出版企业大数据应用策略探析,刘银娣;,华南理工大学新闻与传播学院;,2014
融合新闻时代的普利策新闻奖研究,李冰;刘双;,北京交通大学语言与传播学院;,2014
“人机互构”语境下网络新闻编辑模式的转型与创新,华进;,湘潭大学;,2014
大数据重构预测性新闻的向度,陈雪奇;王人立;,四川大学文学与新闻学院;,2014
数据论文:大数据时代新兴学术论文出版类型探讨,刘凤红;崔金钟;韩芳桥;刘国俊;,中国科学院植物研究所文献与信息管理中心;,2014
“微目标”在美国政治广告中的应用研究,刘亚琼;,中国人民大学马克思主义学院;,2014
大数据背景下广告运作转型分析,邓若伊;罗玉婷;,重庆工商大学文学与新闻学院;重庆工商大学文化产业研究院;中国新闻史学会传媒教育实践基地;,2014
大数据、云计算技术对审计的影响研究,秦荣生;,北京国家会计学院;,2014
导言  泛在知识环境下图书馆知识发现技术与应用研究,张计龙;,复旦大学图书馆;,2014
图书馆大数据监护系统的构建——以生命周期理论为视角,马晓亭;,兰州商学院信息工程学院;,2014
国内外数字时代的目录学理论体系研究进展,王锰;陈雅1;郑建明1;,南京大学信息管理学院;,2014
大数据环境下文献传递营销工作的思考,张红莉;,南开大学图书馆;,2014
大数据时代图书馆读者的隐私危机与隐私保护,彭华杰;,河南省图书馆;,2014
大数据时代图书馆个性化智慧服务QOS保障研究,马晓亭;,兰州商学院信息工程学院;,2014
我国图书情报领域大数据研究趋势探讨,于雪;,吉林省图书馆;,2014
国外网络信息存档研究述评,冯湘君;,南开大学商学院信息资源管理系;,2014
大数据在反恐情报工作中的应用研究,李本先;张薇;梅建明;凌云翔;,武警警官学院;国防科学技术大学军信系;陕西省科学技术信息研究所;中国人民公安大学反恐怖学院;,2014
大数据应用的误区、风险与优势,胡小明;,中国信息协会;,2014
广东广播电视台影视频道大数据战略实践,祝高;刘大卫;,广东广播电视台影视频道;,2014
聚焦大数据时代的文化与版权  第七届中国版权年会在京举办,高方;,NA,2014
大数据时代科技期刊发展变革断想,贾晓青;王淑华1;,中国地质大学期刊社;,2014
粤港澳物流协同发展若干问题,张滨;陶章;刘小军;,吉林大学;澳门科技大学;,2014
大数据时代商业模式变革契机,李富1;,无锡商业职业技术学院;,2014
大数据环境下网络消费者行为研究,朱光婷;朱君璇;,上海工程技术大学管理学院;,2014
数据驱动的城市规划新技术:从GIS到大数据,李苗裔;王鹏1;,"日本金泽大学环境设计学院;北京清华同衡规划设计研究院有限公司,科研与信息中心;",2014
规划转型:基于中关村科学城协作规划的思考,杜宝东;董博;周婧楠;,NA,2014
大数据在中国智慧城市规划中的应用探索,柴彦威;龙瀛1;申悦;,北京大学城市与环境学院;北京市城市规划设计研究院;华东师范大学中国现代城市研究中心;,2014
基于时空间行为的人本导向的智慧城市规划与管理,柴彦威;申悦;陈梓烽;,北京大学城市与环境学院城市与经济地理系;华东师范大学中国现代城市研究中心;北京大学城市与环境学院;,2014
大数据在智慧城市研究与规划中的应用,甄峰;秦萧;,南京大学建筑与城市规划学院;南京大学地理与海洋科学学院;,2014
大数据在城市规划中的应用:来自北京市城市规划设计研究院的思考与实践,茅明睿;,北京市城市规划设计研究院规划信息中心;,2014
新书推介,林嘉颖;,同济大学城市规划系;,2014
智慧城市与城市规划——基于各种空间尺度的实践分析,王鹏2;杜竞强;,北京清华同衡规划设计研究院科研与信息中心;北京清华同衡规划设计研究院智慧城市研究所;,2014
大数据·存在论·儒学现代性,陈迎年;,华东理工大学人文科学研究院;,2014
网络空间战略互动与决策逻辑,任琳;,中国社会科学院世界经济与政治研究所;,2014
筑牢我国大数据管理的安全防线,常小兵;,中国联合网络通信集团有限公司;,2014
中国基层安全治理的数据挖掘与风险预警机制研究,蔡一军;,上海政法学院刑事司法学院;,2014
统计学专业学生大数据分析能力的培养方式选择,张海波;黄世祥;,中南财经政法大学统计与数学学院;,2014
多元价值、大数据与决策不确定性的应对策略,谢新水;,南京大学政府管理学院;,2014
生态文明、大数据与财务成本管理创新——中国会计学会财务成本分会2014学术年会综述,王泽霞;江乾坤;叶继英;,杭州电子科技大学会计学院;,2014
大数据背景下企业营销战略再分析与营销策略新内涵,王其和;,湖北工业大学工程技术学院;,2014
中国本土组织的家庭隐喻及网络治理机制——基于泛家族主义的视角,胡国栋;,东北财经大学工商管理学院;,2014
城乡规划管理与政策,赵蔚3;,NA,2014
大数据改变新闻价值的三个维度,陈雪奇;王昱力;,四川大学文学与新闻学院;,2014
基于文献计量的我国大数据研究进展分析,侯元元;黄裕荣;张红燕1;吕华侨;,北京市科学技术情报研究所;,2014
大数据技术:提高互联网治理主动性的利器,苗国厚;谢霄男;,重庆交通大学思想政治理论课教学科研部;电子科技大学马克思主义教育学院;,2014
大模型:城市和区域研究的新范式,龙瀛2;吴康;王江浩;刘行健;,"北京市城市规划设计研究院,北京城市实验室;首都经济贸易大学城市经济与公共管理学院;中国科学院地理科学与资源研究所;香港大学建筑学院城市规划与设计系;",2014
基于手机数据识别上海中心城的城市空间结构,钮心毅;丁亮;宋小冬;,"同济大学建筑与城市规划学院,高密度人居环境生态与节能教育部重点实验室;同济大学建筑与城市规划学院;",2014
大数据驱动的管理与决策前沿课题,徐宗本;冯芷艳;郭迅华;曾大军;陈国青;,西安交通大学;国家自然科学基金委员会管理科学学部;清华大学经济管理学院;中国科学院自动化研究所;,2014
大数据时代学术期刊的变革及编辑工作的转型,邵玉娴;,国家气候中心;《气候变化研究进展》编辑部;,2014
全媒体时代的特点及其对学术期刊编辑的要求,高庆华;,北京航天情报与信息研究所《系统工程与电子技术》编辑部;,2014
基于本体的网络购物客户知识表示建模,黄天柱;袁迎松;,陕西科技大学管理学院;,2014
